,name,address,review_count,rating,price,categories,latitude,longitude,yelp_id,hours,name_input,address_input,city_input
513,Mary's Bakery,,22.0,4.5,$,Bakeries,33.9872912,33.9872912,ubVYIy62ZEnFGVasmY6Pcg,,MARY'S BAKERY,4523 SLAUSON AVE,MAYWOOD
514,Eight Ball Billiards,,4.0,4.5,$,Pool Halls,33.99221,33.99221,4T63Sbw4x_fxEAiwP1cwUw,,EIGHT BALL BILLARDS,5250 ATLANTIC BLVD,MAYWOOD
515,At Home Kitchen,,398.0,4.5,$,Japanese,33.878627,33.878627,ypj8Smb2_oE5TjH3Momu4g,,AT HOME KITCHEN,16814 S VERMONT AVE,GARDENA
516,Masan Restaurant,,107.0,3.0,$$,"Seafood, Korean",34.0527949,34.0527949,uhtCFJ-YulTy3637nHKoWQ,,MASAN,2851 W OLYMPIC BLVD,LOS ANGELES
517,,,,,,,,,,,THE GRILL,201 PALISADES BEACH RD,SANTA MONICA
518,Conchita's Pupuseria,,132.0,3.5,$,Salvadoran,33.967791064238035,33.967791064238035,0s9q84gR_8dxmXUgN2EG5w,,"CONCHITA'S RESTAURANT, #2",7501 ATLANTIC AVE STE B,CUDAHY
519,Twin Dragon Chinese Restaurant,,511.0,3.0,$$,Chinese,34.05399,34.05399,htj5-gR48XtGqT_wmv7KNw,,THE TWIN DRAGON,8597 W PICO BLVD,LOS ANGELES
520,,,,,,,,,,,SAM MUSHMELL,4418 W VICTORY BLVD,BURBANK
521,La Primera Meat Market,,2.0,3.0,$,Meat Shops,34.1034525666784,34.1034525666784,25Wpp-gsfgs8Ie6WKo3zzw,,LA PRIMERA MEAT MARKET,5004 CALMVIEW AVE,BALDWIN PARK
522,Ying's Chinese Food,,9.0,3.5,$,Chinese,34.04714,34.04714,-BIGODoAaResFvhM43WXUw,,YING'S CHINESE FOOD,1648 TYLER AVE STE G,SOUTH EL MONTE
523,Food 4 Less,,23.0,3.0,$$,Grocery,33.77907,33.77907,yR6k4oYsTyO9hbqzGRzW5g,,FOOD 4 LESS #760 - SERVICE DELI,336 W ANAHEIM ST,WILMINGTON
524,Auntie Anne's,,72.0,3.5,$,Pretzels,34.134114,34.134114,fLtvaLJp0TAeA_1x2Jy0mA,,AUNTIE ANNE'S,400 S BALDWIN AVE # #E-5,ARCADIA
525,,,,,,,,,,,MAGGY'S SHOP,2030 W WASHINGTON BLVD,LOS ANGELES
526,M'Dear's Bakery and Bistro,,260.0,3.0,$$,"Bakeries, Southern, Soul Food",33.831697,33.831697,4im1G5ncze9Rm0VGTYqRng,,M'DEARS BAKERY & BISTRO,2450 S CARSON ST,LAKEWOOD
527,Bravo Burgers,,224.0,3.5,$,Burgers,34.06976,34.06976,uphfBCp_FjCpdh8xC6aR4A,,BRAVO BURGERS,1215 WHITE AVE,POMONA
528,Carson Burgers,,102.0,3.0,$,Burgers,33.8320145756006,33.8320145756006,vaeNtwiUVUKtVuomrc213w,,CARSON BURGER,21680 S WILMINGTON AVE,CARSON
529,La Joconde Pastry,,142.0,4.5,$,"Bakeries, Custom Cakes, Cupcakes",34.2332555,34.2332555,XeeXd_AOeH8gMGh3nJplMg,,LA JOCONDE PASTRY,3450 FOOTHILL BLVD,LA CRESCENTA
530,The L.A. Grand Hotel Downtown,,311.0,2.5,$$$,Hotels,34.0548840811745,34.0548840811745,7hCUHqycC488JeavBCW_0Q,,THE LA HOTEL DOWNTOWN -  MAIN KITCHEN,333 S FIGUEROA ST # 104,LOS ANGELES
531,L.A. Kitchen,,10.0,3.0,$,"Chinese, Bubble Tea, Ice Cream & Frozen Yogurt",34.0565869194459,34.0565869194459,2WDGL3V5zfmyMvpfAf0pCw,,BEST LA KITCHEN,696 S ALVARADO ST,LOS ANGELES
532,American Legion,,5.0,2.5,,Community Service/Non-Profit,34.098471,34.098471,oISJc_UwlGORIVfqt9c08Q,,AMERICAN LEGION POST #241,4725 MAINE AVE,BALDWIN PARK
533,,,,,,,,,,,AMDA MARKET,1777 VINE ST FL3,LOS ANGELES
534,,,,,,,,,,,STAND A,1201 S FIGUEROA ST,LOS ANGELES
535,Taco Bell,,81.0,2.0,$,"Fast Food, Mexican",33.995477,33.995477,3qG5Z_eDypjt9do4o0JkkA,,TACO BELL #19903,2136 S HACIENDA BLVD,HACIENDA HEIGHTS
536,Ralphs,,149.0,3.0,$$,Grocery,34.14418,34.14418,bpjhA4_xvhjb2LGlKVrfBw,,RALPHS GROCERY CO #701-DELI,12842 VENTURA BLVD,STUDIO CITY
537,Blue Butterfly Coffee Co,,775.0,4.0,$,"Coffee & Tea, Sandwiches, Breakfast & Brunch",33.92054,33.92054,LF0WPh6jvEdv6dkFMEM1VQ,,BLUE BUTTERFLY COFFEE CO,351 MAIN ST,EL SEGUNDO
538,Stamp Proper Foods,,305.0,4.0,$$,"Gluten-Free, Vegetarian, Vegan",34.1114549,34.1114549,tfb4cmzXA0YmKg0L0ZViEw,,STAMP PROPER FOODS - RESTAURANT,4500 LOS FELIZ BLVD UNIT C,LOS ANGELES
539,Industry Bar and Grill,,242.0,3.5,$$,"American (New), Steakhouses, Gastropubs",34.14067,34.14067,62-sc-sBYkpyrR6hXTl01g,,INDUSTRY BAR AND GRILL,26787 AGOURA RD STE E1,CALABASAS
540,Taqueria Dora,,3.0,3.5,,Mexican,33.90901,33.90901,YRq_ECfO4n6ybjA8YMSBxA,,TAQUERIA DORADO #2,13426 1/2 S WOODRUFF AVE,BELLFLOWER
541,,,,,,,,,,,H2O,11702 108 IMPERIAL HWY,NORWALK
542,Zono Sushi,,243.0,4.0,$$,"Sushi Bars, Japanese",34.1839141,34.1839141,OPJuAItYEd4ZhhbaOHuv_g,,ZONO SUSHI,610 N FIRST ST,BURBANK
543,The Vitamin Barn,,92.0,4.5,$$,Health Markets,34.034172,34.034172,lczBFinswzHp607r7zbA2w,,VITAMIN BARN,23823 W MALIBU RD,MALIBU
544,Wetzel's Pretzels,,5.0,2.5,$,Pretzels,34.0719009,34.0719009,Zkje6eLFRULDKun-gdCqUg,,WETZEL'S PRETZELS,3250 BIG DALTON AVE # 803,BALDWIN PARK
545,,,,,,,,,,,MAIN BAR,114 E 2ND ST,LOS ANGELES
546,Mariscos Maria's Restaurant,,148.0,3.5,$$,"Mexican, Seafood",34.03588,34.03588,Me8tzKp1WhKinnd44OvQ4A,,MARISCOS MARIA'S EXPRESS #2,2215 S VERMONT AVE STE 104,LOS ANGELES
547,,,,,,,,,,,HICDAS CANDIES INSIDE SWAPME,7355 LANKERSHIM BLVD # 45,NORTH HOLLYWOOD
548,Cafe Cuba & Cakes,,322.0,4.0,$,"Coffee & Tea, Custom Cakes",33.9216756607608,33.9216756607608,3j4OcsZpSYSmUmw1yiLSJQ,,CAFE CUBA & CAKES,12215 S HAWTHORNE BLVD,HAWTHORNE
549,Margarita's Mexican Cafe,,30.0,3.5,$,Mexican,33.9969177246094,33.9969177246094,6Q7PQ0crjqY1pv5RbxTdEA,,MARGARITAS CAFE,5026 S CRENSHAW BLVD,LOS ANGELES
550,Flowerboy Project,,108.0,4.0,$,"Cafes, Florists",33.99922,33.99922,fMv_najQZnX7vk1A8wJUhg,,FLOWER BOY PROJECT,824 LINCOLN BLVD,VENICE
551,Tommy's Burgers,,15.0,3.0,$,Burgers,33.9600503867791,33.9600503867791,ihCSkXnstPwbU_7mIzFqjw,,TOMMY'S BURGER,7937 EASTERN AVE,BELL GARDENS
552,Toyo Bowl,,79.0,4.5,$,"Japanese, Chinese, Sushi Bars",33.743857,33.743857,l4uu1vCNibYb-XkTPSP14w,,TOYO BOWL,134 N GAFFEY ST STE F,SAN PEDRO
553,The Gate To the Mediterranean,,375.0,3.5,$$,"Mediterranean, Middle Eastern, Venues & Event Spaces",34.1598,34.1598,9i0aRrGaKsK5ox1H2oL7aQ,,THE GATE,16925 VENTURA BLVD,ENCINO
554,Ai Hoa Market,,68.0,3.0,$,International Grocery,34.063959595698,34.063959595698,H7TXj35yR0IWjCQoXhfNmg,,A1 HOA SUPERMARKET,860 N HILL ST,LOS ANGELES
555,Health Nut - Woodland Hills,,679.0,4.0,$$,"Sandwiches, Salad, Wraps",34.1579589,34.1579589,WI9S2lkV6ep7yMqHGXtfCA,,HEALTH NUT,23373 MULHOLLAND DR,WOODLAND HILLS
556,A & S Market,,40.0,4.5,$$,Grocery,34.0167784,34.0167784,Z1hqShNUw8o4mgCbLpCfLw,,A & S MARKET,10867 VENICE BLVD,LOS ANGELES
557,The Sushi House,,847.0,4.0,$$,"Japanese, Sushi Bars",34.1395973199058,34.1395973199058,1S31O0oQhfyH7_UM-AcZEA,,THE SUSHI HOUSE,11388 VENTURA BLVD,STUDIO CITY
558,Raspadoxpress,,82.0,3.0,$,"Mexican, Juice Bars & Smoothies",34.2255548069408,34.2255548069408,xavXigV3zqxQqJiVEJi59Q,,RASPADOXPRESS CO,8610 VAN NUYS BLVD STE 11,PANORAMA CITY
559,Food 4 Less,,61.0,3.0,$,Grocery,33.8036681313923,33.8036681313923,AIje7PRyAOTHnmLa0D5TfQ,,FOOD 4 LESS #772 - DELI DEPT,1600 E WILLOW ST,SIGNAL HILL
560,Lakewood Country Club Maintenance,,3.0,3.5,,Golf,33.8326049,33.8326049,8AcrIxxHrkZMCzeg0wEBEw,,LAKEWOOD COUNTRY CLUB,3101 E CARSON ST,LAKEWOOD
561,Starbucks,,113.0,2.5,$$,Coffee & Tea,33.887704,33.887704,g2ldfV2yjU-Yd7r0H-Lh3g,,STARBUCKS #9321,15905 VALLEY VIEW AVE,SANTA FE SPRINGS
562,Ciccero's Pizza,,246.0,3.5,$,"Pizza, Salad, Sandwiches",34.03206,34.03206,jFInRB3cvdjf1Wvs32wftQ,,CICCERO'S PIZZA,11651 W PICO BLVD,LOS ANGELES
563,Road To Seoul,,3740.0,4.0,$$,"Korean, Barbeque",34.04847,34.04847,FlL2h3iROzhAIVBp3OaA9g,,ROAD TO SEOUL,1230 S WESTERN AVE,LOS ANGELES
564,Cafe Bliss,,85.0,3.5,$$,"Bars, Karaoke",34.0637349,34.0637349,PE4a4KUf6TiMQnXh_WuapA,,BLISS,3465 W 6TH ST # 200,LOS ANGELES
565,Washington Mobil Service,,9.0,4.0,,Gas Stations,34.033829,34.033829,khWq81vkeDOstzUUj9CVOw,,WASHINGTON MOBIL SERVICE,5776 WASHINGTON BLVD,CULVER CITY
566,A Mi Hacienda,,85.0,2.5,$$,"Mexican, Dance Clubs",33.9970544,33.9970544,OGnxOfS2oKNPzeyqaONK7Q,,A MI HACIENDA,9613 WHITTIER BLVD,PICO RIVERA
567,Arcadia Blues Club,,64.0,3.5,$$,Jazz & Blues,34.139736,34.139736,ukuEl_A2utvg1t1er4jIdw,,ARCADIA BLUES CLUB,16 E HUNTINGTON DR,ARCADIA
568,Cindy's Kitchen,,104.0,4.0,$,"Taiwanese, Chinese",33.9862236104698,33.9862236104698,VCp-H452vJf-GPm3lDZddg,,CINDY'S KITCHEN,16409 COLIMA RD,HACIENDA HEIGHTS
569,Colorado Bakery,,6.0,5.0,$,Bakeries,34.1422348022461,34.1422348022461,MeGN78ZLNrdDUY6F3Rr01A,,COLORADO BAKERY,464 W COLORADO ST,GLENDALE
570,Casa Ado,,316.0,4.0,$$,"Italian, Pizza, Desserts",33.979087,33.979087,cxFp0hDqaJPyiIUdqJ8Szg,,CASA ADO,12 WASHINGTON BLVD,MARINA DEL REY
571,,,,,,,,,,,SPECIALTY LAB,27027 TOURNEY RD,VALENCIA
572,Lindo Acapulco,,23.0,3.5,$,Restaurants,33.9020649,33.9020649,NG7ijrcxeAGRGNNbbP8e8w,,RESTAURANT LINDO ACAPULCO,3627 W ROSECRANS AVE,HAWTHORNE
573,La Plancha,,19.0,3.5,$,Latin American,34.056233,34.056233,E1oHlgnAkVBWxjth-TQIyw,,LA PLANCHA,2814 W 9TH ST,LOS ANGELES
574,Hungry Howie's Pizza,,199.0,3.0,$,Pizza,34.15927,34.15927,LY4R2Rdp5V8sRdzHPflTSg,,HUNGRY HOWIES PIZZA,600 W GLENOAKS BLVD,GLENDALE
575,Champion Donuts,,27.0,4.0,$,"Restaurants, Donuts",34.07409,34.07409,rIbR_JFhQG7GEGECqm1HjA,,CHAMPION DONUTS,3209 N BROADWAY,LOS ANGELES
576,Panda Express,,100.0,2.5,$,"Chinese, Fast Food",34.1954189165362,34.1954189165362,Tb7S0jV_dRnuveh9hmqotA,,PANDA EXPRESS #575,6859 TOPANGA CANYON BLVD,CANOGA PARK
577,,,,,,,,,,,YANG PYUNG RESTAURANT,1722 DESIRE AVE STE #108,ROWLAND HEIGHTS
578,M & M Soul Food,,442.0,3.0,$$,Soul Food,33.871826171875,33.871826171875,6JWfQ2n1fDEcqVDjdXHDtA,,VENTMAC M&M RESTAURANT,335 E ALBERTONI ST STE 300,CARSON
579,Bristol Farms - West Hollywood,,299.0,3.5,$$$,"Grocery, Specialty Food, Beer, Wine & Spirits",34.077516,34.077516,JrZhmjwLTXqbOcOG_UR5DQ,,BRISTOL FARMS-BAKERY,9039 BEVERLY BLVD,WEST HOLLYWOOD
580,Burger King,,24.0,1.5,$,"Burgers, Fast Food",33.97408,33.97408,jC3z9QqrqnECAiyIv1z0oA,,BURGER KING #06023,7201 S FIGUEROA AVE,LOS ANGELES
581,Little Beast Restaurant,,1066.0,4.0,$$,"American (New), Tapas/Small Plates, Wine Bars",34.138895,34.138895,Nn3rNICi-PION5O8wrK_LA,,THE LITTLE BEAST RESTAURANT,1496 COLORADO BLVD,LOS ANGELES
582,3rd Street Pizza,,121.0,4.5,$,Pizza,34.1070968573447,34.1070968573447,-3gunuBWbiHykY-2RcgsFg,,3RD STREET PIZZA,671 E BONITA AVE # C,SAN DIMAS
583,Daily Grill,,292.0,3.5,$$,"American (Traditional), Steakhouses, Breakfast & Brunch",34.030017,34.030017,RKzgXZ-PUS_LTnActzcH4Q,,DAILY GRILL,2501 COLORADO AVE,SANTA MONICA
584,Greenleaf Chopshop,,501.0,3.5,$$,"Salad, American (New), Breakfast & Brunch",34.102149,34.102149,ccsNnD4Vrdi9KGOKjQykwA,,GREENLEAF CHOP SHOP,6201 HOLLYWOOD BLVD # 120,LOS ANGELES
585,Bushi by JINYA,,128.0,4.0,$$,Ramen,34.06183581532949,34.06183581532949,eaQHpwPVnYc_mcF6d_7XcA,,BUSHI BY JINYA,5168 WILSHIRE BLVD,LOS ANGELES
586,India's Oven,,238.0,3.5,$$,Indian,34.0484263,34.0484263,MDv7OdjUTOa0slgDF4g_aQ,,NEW INDIA'S OVEN,1896 WESTWOOD BLVD,LOS ANGELES
587,Ten Ren's Tea Time,,659.0,3.5,$,"Coffee & Tea, Bubble Tea, Ramen",34.0679222820735,34.0679222820735,zGK-Ofb6ZuSZt3lBk_TpnA,,TEN REN'S TEA TIME,500 N ATLANTIC BLVD STE 179,MONTEREY PARK
588,L&L Hawaiian Barbecue,,107.0,3.0,$,"Hawaiian, Barbeque",34.0118220334046,34.0118220334046,j5foXtguxu-IuExlUPg_gw,,L & L HAWAIIAN BARBEQUE,1916 LINCOLN BLVD,SANTA MONICA
589,Christine Donuts,,28.0,3.5,$,Donuts,33.9359664916992,33.9359664916992,IOr6yY1l8ranJl0gik-TTg,,CHRISTINE'S DONUT,10708 ORR AND DAY RD,SANTA FE SPRINGS
590,Mariscos El Puerto Escondido,,63.0,3.5,$$,Mexican,33.9311798,33.9311798,gOzxQiBZsK8K3OR9Ek6UpQ,,EL PUERTO ESCONDIDO,3629 W IMPERIAL HWY,INGLEWOOD
591,El Pollo Loco,,166.0,2.0,$,"Fast Food, Mexican",34.14179,34.14179,MmHU5fb3A0Mwhk2Df4H-dA,,EL POLLO LOCO #5417,262 S ROSEMEAD BLVD,PASADENA
592,Main Event-La Coliseum,,2.0,3.0,$$$,Sporting Goods,34.01367,34.01367,CnNEDnnSbSJ3XCk_JgmCjg,,LA COLISEUM CATERING KITCHEN,3911 S FIGUEROA ST,LOS ANGELES
593,Roma Deli,,415.0,4.5,$$,"Italian, Delis, Sandwiches",34.18813,34.18813,IXAGjpyvIODNG5lzjkiFxQ,,ROMA ITALIAN GROCERIES,6449 LANKERSHIM BLVD,NORTH HOLLYWOOD
594,California Market,,54.0,3.5,$,Grocery,34.0764049,34.0764049,9x9zf7Pr7CWrNPGglXE4zg,,BEVERLY CALIFORNIA MARKET,4317 W BEVERLY BLVD,LOS ANGELES
595,Tutti Frutti,,40.0,2.5,$,Ice Cream & Frozen Yogurt,34.005962,34.005962,wjrc2yGJG0d8P3FrKQPl-Q,,TUTTI FRUTTI YOGURT,100 CITADEL DR STE 204,COMMERCE
596,Sushi Sumo,,700.0,4.0,$$,"Sushi Bars, Conveyor Belt Sushi",33.8883005,33.8883005,z7K4y9_861MMeYcy-nhrIw,,SUSHI SUMO,1831 W REDONDO BEACH BLVD,GARDENA
597,China King Restaurant In & Out,,74.0,3.5,$,"Chinese, Coffee & Tea",34.27443,34.27443,mKVg7wC6M4YdlP3LOG98cA,,CHINA KING,19480 RINALDI ST,PORTER RANCH
598,,,,,,,,,,,JINGMOMMY.COM,810 N NOGALES AVE,WALNUT
599,Joss Cuisine,,220.0,4.0,$$$,Chinese,34.06518,34.06518,m2zHSQeVpIPiE0k6acJjxg,,JOSS CUISINE,9919 S SANTA MONICA BLVD,BEVERLY HILLS
600,The Granada Restaurant,,359.0,3.5,$$,Mexican,34.184454,34.184454,BNau-Q7FoCd62Ww6ysLSqQ,,GRANADA RESTAURANT,1100 W VICTORY BLVD,BURBANK
601,The Rice Teriyaki Sushi Roll,,108.0,3.0,$,Japanese,33.900589,33.900589,4JhRG-_e8jt58QWk2037mQ,,THE RICE TERIYAKI SUSHI ROLL,1570 ROSECRANS AVE STE P,MANHATTAN BEACH
602,Dai Ho Restaurant,,447.0,3.5,$$,"Taiwanese, Chinese, Noodles",34.1048485328965,34.1048485328965,U3gysL-zKPhLmvM3nwnMFw,,DAI HO RESTAURANT,9148 LAS TUNAS DR,TEMPLE CITY
603,Mongolian BBQ,,194.0,4.0,$,"Mongolian, Barbeque",34.1174575505273,34.1174575505273,q6kKHPi69XvNpoQGZZNSww,,MONGOLIAN BBQ & CHINESE FOOD,319 S AZUSA AVE,AZUSA
604,Fleming's Prime Steakhouse & Wine Bar,,542.0,4.0,$$$,"Steakhouses, Wine Bars",34.0682325,34.0682325,7xzXFymQpymKlseLPyt7pg,,FLEMING'S PRIME STEAKHOUSE,252 N BEVERLY DR,BEVERLY HILLS
605,,,,,,,,,,,TORTILLERIA,3180 N GAREY AVE,POMONA
606,Rice Heaven,,120.0,4.0,$,"Japanese, Korean",33.789283,33.789283,zPNYdd3jet0NFBNqO7hwzw,,RICE HEAVEN,2937 ROLLING HILLS RD,TORRANCE
607,,,,,,,,,,,SOUTH GATE CONCESSION,7900 ALL AMERICA CITY WAY,PARAMOUNT
608,Rice Queen,,66.0,3.0,$,Chinese,33.789655,33.789655,OPDhc7UWD7nbO9_pGAqJYQ,,RICE QUEEN,1605 W PACIFIC COAST HWY STE 109,HARBOR CITY
609,La Flor De Izote Restaurant,,89.0,3.5,$,Spanish,33.9635198,33.9635198,p909iSuDCazTqJFrK3uxKg,,LA FLOR DE IZOTE,8232 S SANTA FE AVE,HUNTINGTON PARK
610,Tasty Goody Venice,,140.0,4.0,$,"Chinese, Vietnamese, Fast Food",33.9995161160281,33.9995161160281,UGs_gECVIrvxTrmSnp4i6g,,TASTY GOODY,715 LINCOLN BLVD,VENICE
611,,,,,,,,,,,VON'S DELI,5671 KANAN RD,AGOURA HILLS
612,Superior Grocers,,45.0,2.5,$$,"Grocery, Bakeries, Meat Shops",33.917403,33.917403,6Wb3sLBL3RC2RBNMXdpfcQ,,SUPERIOR GROCERS #146 - MEAT DEPT,12630 HAWTHORNE BLVD,HAWTHORNE
613,La Market,,1.0,5.0,,Grocery,34.0443382263184,34.0443382263184,05LOBifzQHGCrpo9UpJ_2w,,L A MARKET,4101 E FLORAL DR,LOS ANGELES
614,Jay's Bar,,305.0,4.5,$$,"Bars, Gastropubs, American (New)",34.095228,34.095228,8lZCdZ7-z3DlRWxmK8sUpA,,JAY'S BAR,4321 W SUNSET BLVD,LOS ANGELES
615,Gina's Taco,,241.0,4.0,$,"Meat Shops, Mexican",34.1424749046564,34.1424749046564,uZ764-TUudCPyl17AS4UjQ,,GINA'S TACO,470 W COLORADO ST,GLENDALE
616,Pho 45,,805.0,4.5,$,"Vietnamese, Soup",33.915247,33.915247,n43eoDXjZr1xtxW0OnPjyA,,PHO 45,12810 LA MIRADA BLVD,LA MIRADA
617,Library Bar,,1780.0,4.0,$$,"American (New), Cocktail Bars",34.04939,34.04939,wtp1izuuno7wsPBhPRcGqw,,LIBRARY BAR,630 W 6TH ST STE 116A,LOS ANGELES
618,Edge Cafe Big Screen Cuisine,,2.0,2.5,,Cafes,34.1971,34.1971,z7mfAGjnk99xGMuqdMZD6w,,THE EDGE CAFE,18420 HART ST,RESEDA
619,,,,,,,,,,,ASI ES MI TIERRA RESTAURANT,17529 SIERRA HWY # 13,CANYON COUNTRY
620,Maloney Meat Co,,35.0,4.0,$$,Meat Shops,33.95512,33.95512,5xQnulb4Hpb_P_mYkwXWqQ,,MELONEY MEAT COMPANY,3255 FIRESTONE BLVD,SOUTH GATE
621,La Palma,,133.0,4.5,$,"Salvadoran, Mexican",34.1260854,34.1260854,18kGSc6qVeMR-bxABNTxhQ,,LA PALMA SALVADOREAN & MEXICAN CUISINE,310 N CITRUS AVE # B,AZUSA
622,Ken's Liquor & Market,,3.0,3.5,,"Beer, Wine & Spirits, Grocery",33.97224,33.97224,yc5X3cIrhrz4csXv7EYOSg,,KENIS LIQUOR,6848 GAGE AVE,BELL GARDENS
623,El Taco Mexicano No 2,,65.0,4.5,$,Mexican,34.00369,34.00369,4w3rjG89m7kEWiwdwrET_Q,,EL TACO MEXICANO,1300 E VERNON AVE,LOS ANGELES
624,Robin Hood British Pub,,483.0,4.0,$$,"British, Pubs, Fish & Chips",34.17208,34.17208,Ei1aQrXl-00iNDU-EQQ6Bw,,ROBIN HOOD,13640 BURBANK BLVD,VAN NUYS
625,,,,,,,,,,,KENTUCKY FRIED CHICKEN #119,3061 SAWTELLE BLVD,LOS ANGELES
626,Christina's Market,,5.0,4.0,$,"Grocery, Beer, Wine & Spirits",34.0307016,34.0307016,V4uSlI1_hOe6rN0HzlUfSw,,CHRISTINA'S MARKET,2715 S VERMONT AVE,LOS ANGELES
627,Starbucks,,172.0,3.5,$,Coffee & Tea,34.07158,34.07158,KvUWbcirS6rGWktuMVrFXQ,,STARBUCKS COFFEE #6713,9208 FLAIR DR STE A,EL MONTE
628,Valencia Car Wash,,378.0,2.0,,"Car Wash, Oil Change Stations, Auto Detailing",34.422128,34.422128,mjzsTNbi71guAwuVfEQ8Uw,,VALENCIA CAR WASH,24233 CREEKSIDE RD,VALENCIA
629,Casita del Campo,,698.0,3.5,$$,"Mexican, Seafood, Bars",34.09745,34.09745,RdLz9GVW48pu2XmhrMsLUg,,CASITAS DEL CAMPO,1920 HYPERION AVE,LOS ANGELES
630,Sushi Bar Cafe Hikari,,494.0,3.5,$$,Sushi Bars,34.0360995031932,34.0360995031932,gnIVlTHBF3i3eiDdBJke_Q,,HIKARI SUSHI,1864 MONTEBELLO TOWN CTR,MONTEBELLO
631,Pizza Hut,,81.0,2.0,$,"Pizza, Italian, Chicken Wings",33.848317,33.848317,5JvyOM5rfHnGH2yGh65aig,,PIZZA HUT #026148,20305 ANZA AVE STE D,TORRANCE
632,King Donut,,7.0,4.5,,"Donuts, Juice Bars & Smoothies, Burgers",34.02785,34.02785,g2aZQUkBmYgGHR6MEQKtlQ,,HONG KONG EXPRESS/KING DONUT,2959 CRENSHAW BLVD,LOS ANGELES
633,Thai Dishes on Broadway,,599.0,3.0,$$,Thai,34.0133869,34.0133869,T2FLc2pQMTdAYQn2635P5Q,,THAI DISHES ON BROADWAY,123 BROADWAY,SANTA MONICA
634,La Michoacana,,59.0,4.0,$,Ice Cream & Frozen Yogurt,34.022562,34.022562,kJpAEdh0P2WMEO-lp2wnVg,,LA MICHOACANA,151 S HACIENDA BLVD STE #B,HACIENDA HEIGHTS
635,Berri's Pizza,,272.0,3.5,$$,"Pizza, Sandwiches, Salad",34.0980949,34.0980949,lHtRrThbsULBQ1MxdVkWgA,,"BERRI'S KITCHEN HOLLYWOOD, LLC",7123 SUNSET BLVD,LOS ANGELES
636,,,,,,,,,,,DONA ELSA PAN Y CAFE,5102 YORK BLVD,LOS ANGELES
637,Arko Foods International,,183.0,3.5,$,"Grocery, Filipino, Seafood",34.14312,34.14312,KwCq01tHFRaaTbnCeshrGg,,ARKO FOODS-KITCHEN,1425 E COLORADO ST,GLENDALE
638,Andre's Italian Restaurant,,1230.0,4.0,$,"Italian, Pizza",34.0711906,34.0711906,-CW_jNF0-x1RAhlGjX3JUg,,ANDRE'S PRODUCTION KITCHEN,6332 W 3RD ST # 18-10,LOS ANGELES
639,7-Eleven,,17.0,3.5,$,"Convenience Stores, Coffee & Tea",34.0892412234654,34.0892412234654,NDulwLNtqgtQacbz2kaBqg,,7-ELEVEN #17635-E,1647 SILVER LAKE BLVD,LOS ANGELES
640,Alex Discounts & party supplies,,3.0,5.0,,"Party Supplies, Bounce House Rentals",33.956865,33.956865,_PMcwhQMXQi4W23IDxUYGw,,ALEX DISCOUNT STORE,8209 EASTERN AVE,BELL GARDENS
641,Pie Street Pizza,,84.0,4.5,$,Pizza,34.094242381405,34.094242381405,O2Ovf3e7tpPY3D4-2S-jOA,,PIE ST.,1 N INDIAN HILL BLVD # 105,CLAREMONT
642,Prime Steakhouse,,310.0,3.5,$$$,"Steakhouses, Wine Bars, Salad",34.1430464730181,34.1430464730181,lEaeJoNWxNGvzP8n7f7IsQ,,PRIME STEAKHOUSE,29020 AGOURA RD,AGOURA HILLS
643,Carl's Jr.,,63.0,2.0,$,Fast Food,34.1651191711426,34.1651191711426,zs-SYWKELXpnDAYETGGqHA,,CARL'S JR,18025 VENTURA BLVD,ENCINO
644,Rolling Wok,,28.0,3.0,$,Chinese,34.07969,34.07969,8U1C6kX3juzUaENI8Iomlg,,ROLLING WOK,1609 S SAN GABRIEL BLVD,SAN GABRIEL
645,Luxe Spa,,20.0,3.0,$$,Day Spas,34.0729408,34.0729408,bykVzb06Ungzdo0tYd2fPw,,LUXE LOUNGE BAR,11461 W SUNSET BLVD,LOS ANGELES
646,Tom's Jr Famous Burger,,29.0,4.0,$,"Burgers, Mexican",34.24713,34.24713,HgbFSmGYkflISC-zpLxuaA,,TOMMIES JR FAMOUS CHILI BURG,9756 GLENOAKS BLVD,SUN VALLEY
647,,,,,,,,,,,"LE BISTRO CAFE, INC.",3000 LOMITA BLVD,TORRANCE
648,Jimmy John's,,74.0,3.0,$,"Delis, Sandwiches, Fast Food",34.140008,34.140008,P9Gg2dj3JqKJ9lYpegu1DQ,,JIMMY JOHN'S,672 W HUNTINGTON DR,MONROVIA
649,,,,,,,,,,,FRANK'S LIQUOR,5742 E BEVERLY BLVD,LOS ANGELES
650,Kelly's Shell-Castaic,,13.0,3.0,,Gas Stations,34.4900697469711,34.4900697469711,pHRPw9WMRbgVZKjad7TonQ,,KELLY'S SHELL,31428 RIDGE ROUTE RD,CASTAIC
651,Jamba Juice,,18.0,3.5,$,Juice Bars & Smoothies,33.8652634200843,33.8652634200843,rh-nl7Nx9z6qCMbG1JBKog,,JAMBA JUICE #1334,1000 E VICTORIA ST # 229,CARSON
652,,,,,,,,,,,BERRIS PIZZA,8412 W 3RD ST,LOS ANGELES
653,Palomino Market,,2.0,3.0,,Grocery,33.9817604,33.9817604,o6PWiKkBsxxHsel0zRrfCQ,,PALOMINO MARKET,6159 HELIOTROPE AVE,MAYWOOD
